,PM25,PM10,SO2,NO2,O3,CO,station
0,7.124002548591534,10.58513531094556,3.3340269148759383,8.329652640288273,80.00899573216317,300.9644636273789,Shunyi
1,7.142323739613033,10.347326541975889,4.028165163714027,10.660393227034461,75.28679212834555,330.75128877518966,Shunyi
2,7.2796010984580874,10.650449466922893,5.016655714506104,13.56908822923723,70.0563603278218,376.6585528151114,Shunyi
3,7.5545882641512065,11.182850624954696,5.660991423576364,15.608256405642862,66.09180663070336,402.2796369653978,Shunyi
4,7.768378883938553,12.870285181343064,6.215261764822104,17.866502157577905,62.848450947293635,415.6216847130129,Shunyi
5,7.811322732769952,15.596863080005292,5.994787771786703,17.50272317954697,63.070792552716554,390.12707928710233,Shunyi
6,7.817237433508254,16.874854014889607,5.608031686374714,17.707902117210338,63.2837379632371,366.3271649384443,Shunyi
7,8.370054218790415,17.45311021843763,5.562552871626313,18.78834816877687,62.277817557280585,365.83183363237697,Shunyi
8,7.829410790247763,19.598635644512015,5.031177953760533,17.765746089801233,64.09967236016136,343.3283704419438,Shunyi
9,7.770338791631133,21.79617630392265,4.450149506479876,17.107457865836814,65.26755652818011,333.5596511519915,Shunyi
10,7.857591093509129,21.014357839951828,4.089790827538357,18.29840772066089,64.95697724619423,333.5608342297968,Shunyi
11,7.654718993360319,23.232314737271494,3.5243771836512465,17.591401102925445,66.40873405409764,317.89266361651937,Shunyi
12,11.492179531921181,28.197402453214224,4.412964438413441,19.842045857821255,66.76239147773987,352.2005995191116,Shunyi
13,15.409689881912485,31.6730989248407,5.980614550100725,24.72445981466229,64.32023336242082,414.77580240683073,Shunyi
14,19.42380152107286,35.925234375299496,7.57497247788282,29.906003395588687,60.51133054656243,476.88706300931983,Shunyi
15,23.336705672780106,41.208284523435196,9.628563187893565,39.33175610619061,50.37961282787525,576.1210585459668,Shunyi
16,28.763704606916903,48.104631708200365,11.775906167355496,50.32412381083954,39.857964645220264,719.3136123166234,Shunyi
17,33.536344122757804,51.96684466253732,12.99673638194642,58.80610229473778,30.295047721885858,842.4715683699717,Shunyi
18,36.31005577116903,54.56243129656621,14.039949400361625,60.74654409788965,28.0322680381613,926.7518100580158,Shunyi
19,39.75466937318355,56.81818725222369,15.697482389368725,60.81681008151098,26.099801198123902,996.8776458861,Shunyi
20,41.90493004232276,58.644587181437004,17.07889095320888,60.94908755734778,24.658091609547114,1064.7903073848765,Shunyi
21,43.131285644280645,59.919073171637926,18.70299050601996,59.815061117224886,23.209978078933737,1134.8150090470522,Shunyi
22,43.37815640893987,59.82516769122703,19.364641082134415,57.20291532917958,25.018020695434863,1161.0980525105363,Shunyi
23,46.052444695589905,61.69359435436893,20.853922683079944,57.673123691977,23.809523986173275,1234.3838380815475,Shunyi
24,47.95304170113227,61.91158722296831,21.35887988366385,56.99954944279763,24.135307527628783,1274.2002036286883,Shunyi
25,49.71117885908622,62.72432623555849,22.571793618833436,58.19302372463671,21.705903327148633,1350.0016292286598,Shunyi
26,50.458771765075866,63.03793432050101,23.52018001550472,57.930086446898976,21.617161143092652,1388.8933013052774,Shunyi
27,51.86494467790462,63.43811670752925,24.57663246848867,57.24837686815787,21.820962165170094,1402.0321614892653,Shunyi
