,PM25,PM10,SO2,NO2,O3,CO,station
0,16.11138691550201,23.43207292723868,10.758251426878626,65.18190431288974,16.258921809531657,725.5044271323421,Wanliu
1,15.659651715861372,24.559450264456686,11.94324409921221,58.228036249444685,21.98521998869836,716.294048645986,Wanliu
2,14.63666613972947,25.00938227182722,12.20003390255968,51.070588983940176,27.934854510334826,684.4694613429118,Wanliu
3,15.600409377032776,25.89789084996218,13.307093732689639,49.21342574290099,30.272437307537025,689.4228136391467,Wanliu
4,15.283996467863957,26.14438017273065,13.284350110643047,44.252395589663685,35.740767821231344,662.710544373731,Wanliu
5,13.48182286930357,26.98495003105748,12.135745149384983,36.42696003470586,43.70421925013858,571.7111761409988,Wanliu
6,12.334520140148143,26.135156010460392,11.410233202553346,33.264542711740106,47.7202715814425,530.7898308697021,Wanliu
7,11.53969090153646,26.275528144551885,10.211124166746437,30.307885595573225,52.58939106578237,481.56986433484815,Wanliu
8,10.937546040635326,25.689562239809618,9.411158829601767,29.42343195170883,54.82834644949702,445.9421971405653,Wanliu
9,14.560853108011287,30.939012447934374,10.102484850405709,33.94055567507946,53.50801205264053,470.54914312842595,Wanliu
10,17.84537098468794,36.18905182650097,10.710868528533734,36.60854070428885,54.24214460938763,498.8945521988394,Wanliu
11,21.887235605000313,40.81083896965913,11.862649616565832,42.37064053349201,51.31551049822585,548.2226036610796,Wanliu
12,26.504290515233663,47.70079139347467,12.852629667527061,46.10683683905814,49.89157806848872,589.959040651065,Wanliu
13,33.27316619170268,55.56563433955965,14.294830938930632,51.39529687315753,46.53900317919006,663.4039729966261,Wanliu
14,39.21340462307628,61.638074565360284,16.534569617156183,55.54480942370688,44.896556619232854,733.0983731207867,Wanliu
15,44.43871872908578,67.02663133889017,18.259515306747875,57.42948556517678,44.53794082083811,770.5155210159726,Wanliu
16,50.024642459880894,72.9463113823036,20.08244616813182,59.72790030464069,43.212931762211326,824.2655764614908,Wanliu
17,55.09631291170534,79.11948660909948,22.10842256367485,63.20976393127728,40.591819780292134,897.5721832385079,Wanliu
18,64.28378506396479,88.80390575987695,25.042396367932316,71.9516669591883,31.150614116519087,1064.3721976656104,Wanliu
19,72.87580993246493,97.04888054820823,27.59254831457781,79.01387714331865,22.75329889742931,1268.895150836279,Wanliu
20,81.31185257839526,105.96935807037225,29.227130112680857,85.46128612823944,16.435067218824734,1504.5511983154333,Wanliu
21,87.09458103427608,109.08976245452432,30.53269779106361,86.07312088111809,14.119332975770433,1734.2753121243213,Wanliu
22,90.90001948024947,111.40644337192285,31.49937662480862,85.83171886024877,14.077814080937834,1897.0401482557388,Wanliu
23,92.79140829365522,110.12189249414094,32.47117111248188,83.73419715199311,14.671221654630315,1959.735444967615,Wanliu
24,94.37388379416137,109.69761896219906,33.67379864796192,84.26885691108168,13.173562956778724,2098.9499034652304,Wanliu
25,94.72782347697186,108.30799686534104,34.439495517408346,84.07162209463418,12.366591492549517,2214.280535365939,Wanliu
26,95.74592760606531,109.55110305696724,35.0837571157153,83.5847059255897,11.774464843528577,2322.3163635112082,Wanliu
27,96.31438006686612,109.44613445077783,36.495097171061644,82.32561936995394,11.436440034387005,2390.191782096174,Wanliu
28,95.77233532028536,109.55822390873817,38.20769824667806,81.4927659095869,12.378413289920246,2303.1547372769046,Wanliu
29,92.67647055878278,105.43737668340272,38.976332677272765,79.27002407328177,15.52387196447819,2120.3249382503213,Wanliu
30,77.24268483081212,87.10018498540728,35.78717244751281,69.02411115903635,24.630836925159635,1693.715521701503,Wanliu
31,74.18158349211114,86.80431916849314,33.625483498484115,68.41834458133225,25.392898291783393,1565.0291095468754,Wanliu
32,75.22851117254882,90.38052824116743,33.09976376317873,68.28850376549163,29.618482749895197,1443.0001914241861,Wanliu
33,74.73043456453357,93.66213462461991,33.09826261853427,66.7862834347248,35.6271364328841,1307.726660570489,Wanliu
34,73.95656519465923,94.79126906297606,32.96675044939977,63.27417069762258,40.97364779736306,1232.1099752555565,Wanliu
35,73.08183801654164,96.26338816809154,32.45414300277338,60.855270071406494,46.799153701046016,1150.9742997004132,Wanliu
36,72.82399072064202,98.00932261240177,31.98420966906275,58.395309357994115,50.771220797182664,1117.0903248706302,Wanliu
37,78.0535090648344,105.048871991421,33.10383516495267,62.82500563709299,48.17552645431112,1169.6745172882327,Wanliu
38,84.3433090713717,111.33611367121233,35.222566424344684,67.45355744652316,44.736236052500445,1262.3566555346652,Wanliu
39,90.17906352092133,119.28017855475804,37.941328700093536,75.77715995011525,36.68083161931503,1411.218737609522,Wanliu
40,98.57756181956594,127.3017689561998,40.39550328376018,82.293000937456,30.856772265632486,1535.1037433096797,Wanliu
