,PM25,PM10,SO2,NO2,O3,CO,station
0,9.116010812824427,16.13979358902141,3.055583317757769,34.03071356804734,41.7786002012898,345.5393236002385,Guanyuan
1,8.910794691048551,16.95728587613344,3.8901125953637834,33.5041533961347,41.03104502290971,385.8605527112886,Guanyuan
2,9.176694575362006,17.719683481493192,4.728088514221996,33.744637480237344,40.55917659902323,417.1161311217983,Guanyuan
3,9.462780614057351,18.157766476517878,5.596447424385106,34.486941147650654,40.130597062137014,439.84335015101203,Guanyuan
4,9.367448249990133,18.950634235713366,6.0121632697209915,34.125478288544855,41.4901679496827,446.7083483573057,Guanyuan
5,8.90303390520397,21.05073011256826,6.066618020043636,31.444326273107194,44.59971393524264,416.7125279394669,Guanyuan
6,8.815753718748113,21.999063350567866,6.136635608418823,29.836616973805075,47.55758143741999,398.59144378854216,Guanyuan
7,8.348236394401525,22.187219765785642,5.965421545977927,28.766340909713783,48.72577949289069,377.04413598856047,Guanyuan
8,8.116721237294882,23.355395666955488,5.442166877014168,25.99296739237611,51.29625599060553,359.0526219516112,Guanyuan
9,8.369071425826434,22.08610058755403,5.248548180993193,26.35737767617917,51.135987893741536,364.5015071488988,Guanyuan
10,12.497017472401183,27.6022112430565,6.3096480268756405,29.42334236113104,50.343593934316445,404.49150402882947,Guanyuan
11,16.00274770896101,33.45802172793644,7.065703989195871,32.54860879410869,50.42810135421323,445.397569650562,Guanyuan
12,19.08260915536146,37.953934341272756,8.308531554768317,35.524910022933,49.749090933131995,476.1947164530568,Guanyuan
13,22.89551537424829,43.5871556301018,9.8623680964577,39.421157273347006,48.018287155410086,530.5294825251638,Guanyuan
14,27.803605955545443,50.24322047082565,11.361715553075504,42.60395453344898,46.67399907939883,579.5937670823527,Guanyuan
15,33.05973824213956,56.96254890979084,12.905880081510771,45.539935035445566,46.33119443804621,633.6131901754969,Guanyuan
16,38.082369686706684,62.07360745171414,14.537431432741615,49.896017238265685,45.06624665786467,693.1038498511709,Guanyuan
17,42.17589328005757,67.15612626863043,16.35700470994543,50.16481307651071,46.03319038844162,722.4581094653412,Guanyuan
18,46.83965157473978,72.51076091638153,18.047616163021978,52.45657665406567,45.30809248595828,775.7374099990698,Guanyuan
19,52.55137395649204,78.43776398221844,20.34819365962206,56.9659369173368,41.302403378786266,848.6808423925442,Guanyuan
20,58.888518343508565,83.73496824240968,22.87412771028726,62.39822818235942,37.5096130941765,933.8706078856936,Guanyuan
21,65.51235803030596,89.92804610650435,25.371435510138852,68.75836614789951,32.521457057505195,1038.1676715076242,Guanyuan
22,71.11884618232774,93.96820509245951,26.819878693047364,74.23044998567654,24.62403522671525,1195.7188103169203,Guanyuan
23,78.15854918506022,100.82139988975322,29.56342338461903,78.53881698836145,19.260867277418157,1371.1691539180435,Guanyuan
24,81.95214330567948,101.24872818127011,30.958260084471554,78.90677310708114,16.19148981054692,1548.7183780789628,Guanyuan
25,84.175127077265,101.38490549628288,31.778588425546406,79.82183147009559,13.579935263639229,1711.5956190634538,Guanyuan
26,88.08729248962912,106.00588356623588,34.07556766149892,81.22300725475137,11.938535074224383,1874.8914640971611,Guanyuan
27,88.63397197933985,104.31097787844512,34.43911953386582,80.60223181175553,12.006470995072064,1951.018340030781,Guanyuan
28,89.3052967947368,104.99949466098809,35.59645373723506,79.6286554808658,12.09265201531312,2027.7297340807918,Guanyuan
29,87.23989932368649,102.08496339443026,35.78568204531267,77.29550795617169,13.809429499776563,1972.450998156045,Guanyuan
30,81.93060186666969,94.56481758275561,34.64218338073354,73.46076559481816,18.827577336531654,1743.9095725603725,Guanyuan
31,85.11450485973673,98.2599674989381,35.65263378751226,76.08831981456422,20.99933970826062,1663.7723134837966,Guanyuan
32,87.50039022112028,101.33303084288444,35.78505616614137,77.50743144768259,24.883114099676256,1571.733749159594,Guanyuan
33,87.80073979344202,103.71582295643671,34.84118501901176,76.60961498631892,28.75528226491734,1466.2246319359226,Guanyuan
34,85.39988790871107,101.6602619904306,33.22738658536683,72.98217190683044,34.28611966433221,1324.9552757544404,Guanyuan
35,84.85278987162467,102.97737635211836,33.18539475238961,70.5953233553541,38.75684924415848,1273.6588055600687,Guanyuan
36,85.99657969616257,106.6504387465276,33.991161338308274,71.45644252819547,41.28509516390708,1266.9656952147238,Guanyuan
