,PM25,PM10,SO2,NO2,O3,CO,station
0,9.074134077084878,11.146129275956923,2.955871075240543,7.814811363359091,71.73452806753534,249.30109611256785,Dingling
1,8.196219570707882,11.260909042783737,4.067193466135034,9.62876529005814,65.37833588471,300.3797597056039,Dingling
2,7.859759698091878,11.985301885451875,5.4205080777159935,13.117971233733122,58.69914527404423,356.4155202525442,Dingling
3,7.881462739807276,12.8422517353454,6.0039601588302,15.40549581618216,56.704040163158126,385.32663460466574,Dingling
4,7.272863192905078,15.675468801174546,5.919499266954727,15.28634816839827,57.665584384757615,371.9204551953246,Dingling
5,8.50880179655364,20.366269702618993,6.308920660899746,16.620939130450957,58.34873345311351,385.5261724378263,Dingling
6,9.517889437917404,25.18695832124419,6.764779983558942,17.90203632562661,59.584172920610015,398.1216890958302,Dingling
7,8.403556078359898,25.561872433437685,6.379585321452641,17.328353179032128,60.99144030039467,361.3746926050537,Dingling
8,8.113757658832213,24.464622436574842,5.962466439548976,18.65901395985601,60.7971406914185,357.350938645735,Dingling
9,7.654824233627977,29.851171831467056,4.993209169217579,17.607331488259106,62.4269416255084,337.8187630493195,Dingling
10,7.4259966733928024,31.202836783473202,4.351441198944018,17.063995647309014,64.2017146690902,332.7290752040361,Dingling
11,11.242857052220756,36.569319681567535,4.947904101279882,19.255292785012923,64.65023925973833,359.68225316891017,Dingling
12,12.27775069655084,38.49198366088629,5.493580268934744,21.467086122861705,65.67560245094559,385.84970002870966,Dingling
13,16.179028478700765,40.84835253013648,6.990891268179329,27.196051427765124,60.983429801230464,435.5656652678189,Dingling
14,21.574791325186908,46.24709208449692,9.043327768116582,34.960134825018685,54.470553121773825,517.5000284352753,Dingling
15,22.52162576622799,46.93522884957917,10.36413375630985,41.158098149816965,47.35841767381346,587.8742125070587,Dingling
16,25.726625429362528,48.73108632808983,11.963668091740564,47.404241694507675,39.063848377520685,696.6358481523124,Dingling
17,29.64250719925058,51.230051607922164,13.190838389523755,51.374662368876656,34.00895767298594,777.0444533756845,Dingling
18,32.893865192077826,54.289466122184166,14.618482963842245,54.00867730502548,30.139400242660926,861.1405996815654,Dingling
19,36.153843603667035,57.82767868359781,16.64955129919049,57.17639997244565,26.729169721153802,968.7194980804956,Dingling
20,40.713650266898064,59.64902075935635,18.29702073173401,59.44965243595152,23.509614274707026,1090.8089689643218,Dingling
21,43.85644349470844,64.1697734889226,20.517995545630676,61.84156087886005,19.54276303656907,1228.3456044759414,Dingling
22,46.814433557049334,66.73974492030327,22.140194309833884,61.75661593339174,18.564759854509433,1338.687392771807,Dingling
23,49.346420013024144,68.91484036264828,24.203848739962233,62.41061017546848,18.12109552871747,1452.7026435883006,Dingling
24,51.63192783552931,70.61163900412323,25.338366588190446,61.62048941015923,19.411168304285304,1525.862102102585,Dingling
25,53.93922602139216,73.80260289113282,26.501361599763158,63.26087346535207,16.947748661775798,1640.4573452843529,Dingling
26,56.49929079185577,75.21789922786171,27.823762802557713,64.01476164507515,15.003353304202221,1770.7564047128665,Dingling
27,57.93805175216524,75.64584027249455,28.395661954118665,63.60223122056501,15.096515898987683,1832.0590779885683,Dingling
28,63.901376398469324,81.10315591110164,31.16636725630548,65.62041066956392,16.999284337871465,1838.5571727660385,Dingling
29,68.8860119480339,86.33613719583276,33.65049983705252,64.52586619902354,20.825242967946878,1742.4047469506202,Dingling
30,69.77572570195511,86.62611035837327,33.410885509450665,63.88067446439996,22.131434952993267,1668.637279379673,Dingling
31,72.1823272535983,90.25023037636959,33.90287645231537,64.40857424575628,25.626944505760747,1590.3921195825822,Dingling
32,69.00731734600605,89.40665142777002,31.239049309812437,57.69684776981259,35.2292761944376,1309.494089339359,Dingling
33,66.55918294321872,89.571273712873,30.224243178399217,52.16675218704654,45.59012048330168,1136.385565628433,Dingling
34,62.524769884259925,90.30674881481899,28.67844153153896,46.392315364030225,53.58761634113965,992.7098680563928,Dingling
35,59.53226515851205,93.50988270666555,26.246251004639127,42.62552958878785,59.17866377175534,882.8570375702174,Dingling
36,57.41887296369988,96.79626051627129,25.48649959065097,41.39201949962751,61.537937897469625,823.8730158161377,Dingling
37,60.01048381241266,101.88962951847998,25.44600935152726,44.14135445187357,59.21179643274962,850.7537461013042,Dingling
38,65.36980724945172,106.53235966629198,26.00777915565711,48.601580178091254,55.916514792138564,915.5124172885456,Dingling
39,71.75848494440487,111.52871161451839,27.37429800571543,52.03848413660519,53.43610897741025,971.39234750336,Dingling
40,73.09947286843278,112.17505010117716,27.59707322805795,51.81575585866429,53.87240739250741,982.9696944818588,Dingling
41,75.89290302010346,116.61834458964151,27.777344461369573,51.68839103848858,54.431384114214055,979.2394216927851,Dingling
42,75.90748431957613,120.50547560522982,28.191957980485363,52.20194611316572,53.88104914964119,1009.7074518634461,Dingling
43,78.40204595300625,124.10008135597978,29.144781380743403,52.59829952804983,53.28308788110262,1037.8233967296494,Dingling
44,86.26025981042922,129.61625615900496,31.555405126048242,55.95570251683845,51.00692398233736,1125.8324514521023,Dingling
45,90.99126462836523,134.5813725093607,32.39112550937668,61.0809164270019,44.430112656571445,1247.7483546868025,Dingling
46,96.53968702046767,138.2549486576399,33.084245221595225,65.15052666283705,40.38011252989969,1378.4027147689555,Dingling
47,101.44928829992705,142.42492661505577,34.28715775456212,68.85520135074277,36.17289382089835,1552.2607064536126,Dingling
48,108.09318730516668,148.21628374604649,35.744104316838516,73.86465368873753,31.346794998879442,1743.930890185711,Dingling
49,112.93196887858939,152.05145528108073,36.383115955880676,73.61220878967275,31.592782233353898,1865.3745718192674,Dingling
50,116.91315212597138,155.18797866752772,37.705879092292975,72.56849944776368,32.125279312316444,1959.0940050384856,Dingling
51,124.75422225224352,160.7420581239523,40.09436714291819,75.77605718753613,31.01381094599392,2118.907765159735,Dingling
52,129.8652419710405,165.3841566517168,40.61286630460083,78.44770742065568,28.975480770080118,2235.8877554986057,Dingling
53,138.1957928116114,175.05913760526738,42.99591682610841,79.18099052130111,33.61525727151268,2178.9108576411422,Dingling
54,145.36647143258514,182.62825996786316,44.777552166375,81.9041729823347,37.0536867596919,2139.6353723474813,Dingling
55,149.49936194640904,189.64554258712673,45.76076560768563,83.34811297771236,42.606705348728056,2042.4552367944216,Dingling
56,152.65894236805724,197.21627101053954,46.98155667707297,85.02762049143112,47.465631424165124,1993.067268884994,Dingling
57,104.09570417338233,181.83115689692244,32.07667735117086,59.781546646447154,63.43134625054486,1161.5079847917239,Dingling
